_id,title,pictures,price,url,"specs.Вес, кг",specs.Страна производства,specs.Назначение,specs.Запах,specs.Применение,specs.Расход (в м² / л),specs.Тип ЛКМ,specs.Цвет,specs.Уход,specs.Марка,specs.Время полного высыхания (ч),specs.Применение продукта,specs.Гарантия (лет),specs.Цветовая палитра,specs.Тепловое сопротивление,specs.Объем (л),specs.Внешний вид,specs.Эффект,specs.Предназначен для,specs.Материал поверхности применения,specs.Время высыхания между 2 слоями (ч),specs.Тип упаковки,specs.Тип продукта,specs.Возможность колеровки онлайн,specs.Экологическая сертификация
5f2c14b8558abb54443b3df1,Краска для колеровки фасадная Marshall Maestro прозрачная база BC 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17137661.jpg"",""path"":""files/Краска для колеровки фасадная Marshall Maestro прозрачная база BC 2.5 л/17137661.jpg"",""checksum"":""854c05d820452c90b9bd8a0e4f6097f1"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17137661_01.jpg"",""path"":""files/Краска для колеровки фасадная Marshall Maestro прозрачная база BC 2.5 л/17137661_01.jpg"",""checksum"":""26951f9fdaacb8da7500fadd48f81b92"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17137661_02.jpg"",""path"":""files/Краска для колеровки фасадная Marshall Maestro прозрачная база BC 2.5 л/17137661_02.jpg"",""checksum"":""c582bdcbde1ef5b25841f7ee431c0ce9"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17137661_03.jpg"",""path"":""files/Краска для колеровки фасадная Marshall Maestro прозрачная база BC 2.5 л/17137661_03.jpg"",""checksum"":""e80bd19f53e59983465a37708adbe169"",""status"":""downloaded""}]",800,https://leroymerlin.ru/product/kraska-dlya-kolerovki-fasadnaya-marshall-maestro-prozrachnaya-baza-bc-2-5-l-17137661/,3.399,Россия,Стена,,,10,На водной основе,,,MARSHALL MAESTRO,"4, 4.0",,10,Белый,,2.5,Гладкий,,Цемент,"Камень, Кирпич, Строительный блок, Цемент, Штукатурка, Бетон",1.0,Банка/Горшок,,Да,Отсутствует
5f2c14c6558abb54443b3df2,Краска для колеровки для деревянных фасадов V33 прозрачная база BC 1 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17120480.jpg"",""path"":""files/Краска для колеровки для деревянных фасадов V33 прозрачная база BC 1 л/17120480.jpg"",""checksum"":""ec07d8bafe846018aef1c6f97d59a60e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17120480_01.jpg"",""path"":""files/Краска для колеровки для деревянных фасадов V33 прозрачная база BC 1 л/17120480_01.jpg"",""checksum"":""28a422ce1c801eab918986470081be03"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17120480_02.jpg"",""path"":""files/Краска для колеровки для деревянных фасадов V33 прозрачная база BC 1 л/17120480_02.jpg"",""checksum"":""d9d03aef1c98847d05dd9e4e6ca1e40d"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/17120480_03.jpg"",""path"":""files/Краска для колеровки для деревянных фасадов V33 прозрачная база BC 1 л/17120480_03.jpg"",""checksum"":""cdc15825ceba67f708ad2027bedcee95"",""status"":""downloaded""}]",745,https://leroymerlin.ru/product/kraska-dlya-kolerovki-dlya-derevyannyh-fasadov-v33-prozrachnaya-baza-bc-1-l-17120480/,1.101,,,,,,,,,V33,,,,,,,,,,"Камень, Кирпич, Строительный блок, Цемент, Штукатурка, Бетон",,,,Да,
5f2c14d4558abb54443b3df3,"Краска для колеровки латексная Dulux Classic Colour прозрачная база BС, 9л","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15322344.jpg"",""path"":""files/Краска для колеровки латексная Dulux Classic Colour прозрачная база BС, 9л/15322344.jpg"",""checksum"":""da025fc9840b41acf8c5fee3b12c417d"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15322344_01.jpg"",""path"":""files/Краска для колеровки латексная Dulux Classic Colour прозрачная база BС, 9л/15322344_01.jpg"",""checksum"":""a03a5d10eed32de3e57cb5dce2bcb011"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15322344_02.jpg"",""path"":""files/Краска для колеровки латексная Dulux Classic Colour прозрачная база BС, 9л/15322344_02.jpg"",""checksum"":""bd723f6048c388fd5bc4a204708583d8"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15322344_03.jpg"",""path"":""files/Краска для колеровки латексная Dulux Classic Colour прозрачная база BС, 9л/15322344_03.jpg"",""checksum"":""0a13c789a80685df5858798a7813f5bc"",""status"":""downloaded""}]",3876,https://leroymerlin.ru/product/kraska-dlya-kolerovki-lateksnaya-dulux-classic-colour-prozrachnaya-baza-bs-15322344/,12.2,Россия,Стена,Без запаха,,12,На водной основе,Белый,Влажная уборка,DULUX,"4, 4.0",,4,Бесцветный / прозрачный,,9,Матовый,,,,"1, 1.0",Банка/Горшок,Краска для интерьерных работ,Да,Листок жизни
5f2c14ea558abb54443b3df4,Матовая краска для стен Dulux Professional Diamond база BW 1 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15107564.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 1 л/15107564.jpg"",""checksum"":""78378149db885f4e867cf8345376ec42"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15107564_01.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 1 л/15107564_01.jpg"",""checksum"":""2cdedee6274469168302db8f3f635bcb"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15107564_02.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 1 л/15107564_02.jpg"",""checksum"":""6e7cbbe2994bbcc4ab4ebcd709104edc"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15107564_i.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 1 л/15107564_i.jpg"",""checksum"":""4ec50b7d14560f28c6bc7c65de848c58"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15107564_i_07.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 1 л/15107564_i_07.jpg"",""checksum"":""b20b49f3efc546e29b2be8486988118d"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/15107564_i_08.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 1 л/15107564_i_08.jpg"",""checksum"":""d34eed80ada51c7e2f864a6444b313ff"",""status"":""downloaded""}]",881,https://leroymerlin.ru/product/matovaya-kraska-dlya-sten-dulux-professional-diamond-baza-bw-1-l-15107564/,1.5,Россия,"Гардеробная, Гостиная, Коридор, Спальня",Без запаха,,16,На водной основе,Белый,С использованием мягких моющих средств или мыльного раствора,DULUX,"6, 6.0",,25,Белый,,"1, 1.0",Матовый,,Для стен и потолка,"Шпатлевка, Бетон, Цемент, Кирпич, Гипс","4, 4.0",,Краска для внутренних покрытий,Да,Листок жизни
5f2c14f4558abb54443b3df5,Матовая краска для стен Dulux Professional Diamond база BW 5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14605297.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 5 л/14605297.jpg"",""checksum"":""5ca064139f948a19b9afa922a522215e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14605297_01.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 5 л/14605297_01.jpg"",""checksum"":""05a3a2b931238f13c4cf3940895bba33"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/14605297_02.jpg"",""path"":""files/Матовая краска для стен Dulux Professional Diamond база BW 5 л/14605297_02.jpg"",""checksum"":""6e7cbbe2994bbcc4ab4ebcd709104edc"",""status"":""downloaded""}]",3986,https://leroymerlin.ru/product/matovaya-kraska-dlya-sten-dulux-professional-diamond-baza-bw-5-l-14605297/,7.47,Россия,"Гардеробная, Гостиная, Коридор, Спальня",Без запаха,,16,На водной основе,Белый,С использованием мягких моющих средств или мыльного раствора,DULUX,"6, 6.0",,25,Белый,,"5, 5.0",Матовый,,Для стен и потолка,"Шпатлевка, Бетон, Цемент, Кирпич, Гипс","4, 4.0",,Краска для внутреннего применения на поверхностях разного типа,Да,Листок жизни
5f2c1503558abb54443b3df6,"Краска для колеровки Dulux Vinyl Matt прозрачная база BC 4,5 л","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13928254.jpg"",""path"":""files/Краска для колеровки Dulux Vinyl Matt прозрачная база BC 4,5 л/13928254.jpg"",""checksum"":""716f990416e4c037be35606122fd7b56"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13928254_01.jpg"",""path"":""files/Краска для колеровки Dulux Vinyl Matt прозрачная база BC 4,5 л/13928254_01.jpg"",""checksum"":""1e4957756613a71b1fccba5a5efe62ea"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13928254_02.jpg"",""path"":""files/Краска для колеровки Dulux Vinyl Matt прозрачная база BC 4,5 л/13928254_02.jpg"",""checksum"":""c50e891cc4b43001ab5e423c7608dcd7"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/13928254_03.jpg"",""path"":""files/Краска для колеровки Dulux Vinyl Matt прозрачная база BC 4,5 л/13928254_03.jpg"",""checksum"":""96d4bf2bec63ccde34380f68be3da91b"",""status"":""downloaded""}]",3068,https://leroymerlin.ru/product/kraska-dlya-kolerovki-dulux-vinyl-matt-prozrachnaya-baza-bc-4-13928254/,5.87,Россия,Стена,Без запаха,,17,На водной основе,Белый,Влажная уборка,DULUX,"4, 4.0",,4,Бесцветный / прозрачный,,,Матовый,,,,"2, 2.0",Банка/Горшок,Краска для интерьерных работ,Да,Листок жизни
5f2c150f558abb54443b3df7,Краска аэрозольная кракелюр Rustoleum верхнее покрытие цвет белый 0.34 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12910028.jpg"",""path"":""files/Краска аэрозольная кракелюр Rustoleum верхнее покрытие цвет белый 0.34 кг/12910028.jpg"",""checksum"":""3f2d004d329b8b0a1db567bd416e6940"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12910028_01.jpg"",""path"":""files/Краска аэрозольная кракелюр Rustoleum верхнее покрытие цвет белый 0.34 кг/12910028_01.jpg"",""checksum"":""dac7e256a375670674c9db08b91466de"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12910028_02.jpg"",""path"":""files/Краска аэрозольная кракелюр Rustoleum верхнее покрытие цвет белый 0.34 кг/12910028_02.jpg"",""checksum"":""674d2bd0e3629ac60c5622d2714f5ec0"",""status"":""downloaded""}]",761,https://leroymerlin.ru/product/kraska-aerozolnaya-krakelyur-rustoleum-verhnee-pokrytie-cvet-belyy-0-34-kg-12910028/,0.441,Соединенные Штаты Америки,Внутренний / наружный,С запахом,В один слой,,На основе растворителя,Белый матовый,Влажная уборка,RUST-OLEUM,24.0,,,Белый,,0.4,Матовый,,Любые материалы,Любые поверхности,0.5,Аэрозоль,Спрей,,
5f2c151c558abb54443b3df8,Краска аэрозольная кракелюр Rustoleum базовое покрытие цвет серебряный 0.34 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12909991.jpg"",""path"":""files/Краска аэрозольная кракелюр Rustoleum базовое покрытие цвет серебряный 0.34 кг/12909991.jpg"",""checksum"":""f82824daa293b2d5e1a1dde5cf754a5a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12909991_01.jpg"",""path"":""files/Краска аэрозольная кракелюр Rustoleum базовое покрытие цвет серебряный 0.34 кг/12909991_01.jpg"",""checksum"":""24620baa93023373ae0a8553feb99523"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/12909991_02.jpg"",""path"":""files/Краска аэрозольная кракелюр Rustoleum базовое покрытие цвет серебряный 0.34 кг/12909991_02.jpg"",""checksum"":""a6300e048b634cd19dab0c6e04865443"",""status"":""downloaded""}]",810,https://leroymerlin.ru/product/kraska-aerozolnaya-krakelyur-rustoleum-bazovoe-pokrytie-cvet-serebryanyy-0-34-kg-12909991/,0.45,Соединенные Штаты Америки,Внутренний / наружный,С запахом,В один слой,,На основе растворителя,Полированное серебро,Влажная уборка,RUST-OLEUM,24.0,,,,,0.4,Металлизированный,,Любые материалы,Любые поверхности,0.5,Аэрозоль,Спрей,,
5f2c1528558abb54443b3df9,Краска по ржавчине 3 в 1 Hammerite цвет зелёный мох 2.2 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82674046.jpg"",""path"":""files/Краска по ржавчине 3 в 1 Hammerite цвет зелёный мох 2.2 л/82674046.jpg"",""checksum"":""d74a7c5f3b36573690f9e254fa9b9b8e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82674046_01.jpg"",""path"":""files/Краска по ржавчине 3 в 1 Hammerite цвет зелёный мох 2.2 л/82674046_01.jpg"",""checksum"":""548201f47572e1d79d886b7e3064a99f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82674046_02.jpg"",""path"":""files/Краска по ржавчине 3 в 1 Hammerite цвет зелёный мох 2.2 л/82674046_02.jpg"",""checksum"":""1f3a9b082a701055589c55791a95b897"",""status"":""downloaded""}]",2214,https://leroymerlin.ru/product/kraska-po-rzhavchine-3-v-1-hammerite-cvet-zelenyy-moh-2-2-l-82674046/,2.40,Польша,Внутри и снаружи,С запахом,В несколько слоев,10,На основе растворителя,Зеленый мох,,HAMMERITE,"6, 6",Защита и декоративное покрытие железа,,Зеленый,,,Глянцевый,Гладкий,"Металлические изделия, Ворота или решетка",Черные металлы,"4, 4",Банка/Горшок,Антикоррозионная краска,Нет,
5f2c1537558abb54443b3dfa,Краска для кухни и ванной комнаты Dulux UR база BW 5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82200755.jpg"",""path"":""files/Краска для кухни и ванной комнаты Dulux UR база BW 5 л/82200755.jpg"",""checksum"":""1e039c0266f75185e93e1c3467745c40"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82200755_01.jpg"",""path"":""files/Краска для кухни и ванной комнаты Dulux UR база BW 5 л/82200755_01.jpg"",""checksum"":""0db6e11bde070f2fefb2a114f415e362"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82200755_02.jpg"",""path"":""files/Краска для кухни и ванной комнаты Dulux UR база BW 5 л/82200755_02.jpg"",""checksum"":""04eb6681c16f6e7954e93f7bdc504f26"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82200755_03.jpg"",""path"":""files/Краска для кухни и ванной комнаты Dulux UR база BW 5 л/82200755_03.jpg"",""checksum"":""8d588bc8abb213b5ecbcb55610169516"",""status"":""downloaded""}]",4475,https://leroymerlin.ru/product/kraska-dlya-kuhni-i-vannoy-komnaty-dulux-ur-baza-bw-5-l-82200755/,6.535,Россия,"Кухня, Ванная комната",Без запаха,,15,На водной основе,Белый,С использованием мягких моющих средств или мыльного раствора,DULUX,"6, 6.0",,4,Белый,,"5, 5.0",Полуматовый,,Для стен и потолка,"Шпатлевка, Бетон, Цемент, Кирпич, Гипс","4, 4.0",,Краска для внутренних покрытий,Да,Листок жизни
5f2c1546558abb54443b3dfb,Эмаль Ярославские краски ПФ-115 глянцевая цвет чёрный 2.2 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198258.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет чёрный 2.2 кг/82198258.jpg"",""checksum"":""416c218b8b4dc431e1262d8ee4775dd0"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198258_01.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет чёрный 2.2 кг/82198258_01.jpg"",""checksum"":""cdbeadf1236ade2e1d094a32ff3fcedb"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198258_02.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет чёрный 2.2 кг/82198258_02.jpg"",""checksum"":""8f8b0ce09441cfa81143c576459729b8"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198258_03.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет чёрный 2.2 кг/82198258_03.jpg"",""checksum"":""0835cf5d173ec3864e9a2f8744882e79"",""status"":""downloaded""}]",402,https://leroymerlin.ru/product/emal-yaroslavskie-kraski-pf-115-glyancevaya-cvet-chernyy-2-2-kg-82198258/,2.397,Россия,Внутренний и внешний,С запахом,В несколько слоев,24,На основе растворителя,черный,Моющийся,ЯРОСЛАВСКИЕ КРАСКИ,24.0,,2,Черный,,,Глянцевый,,Универсальный,Универсальный,24.0,Банка/Горшок,Эмаль,Нет,
5f2c1556558abb54443b3dfc,Эмаль Ярославские краски ПФ-115 глянцевая цвет серый 2.2 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198255.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет серый 2.2 кг/82198255.jpg"",""checksum"":""bcc570f5dd820700b57b256463325b28"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198255_01.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет серый 2.2 кг/82198255_01.jpg"",""checksum"":""a00a9cdd0f1ab84051690a0ee4878725"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198255_02.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет серый 2.2 кг/82198255_02.jpg"",""checksum"":""8de6633da013abab3e996d305022d775"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198255_03.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет серый 2.2 кг/82198255_03.jpg"",""checksum"":""63293f3c38275a4334dbda7e718f5293"",""status"":""downloaded""}]",402,https://leroymerlin.ru/product/emal-yaroslavskie-kraski-pf-115-glyancevaya-cvet-seryy-2-2-kg-82198255/,2.408,Россия,Внутренний и внешний,С запахом,В несколько слоев,24,На основе растворителя,серый,Моющийся,ЯРОСЛАВСКИЕ КРАСКИ,24.0,,2,Серый / Серебристый,,,Глянцевый,,Универсальный,Универсальный,24.0,Банка/Горшок,Эмаль,Нет,
5f2c1567558abb54443b3dfd,Эмаль Ярославские краски ПФ-115 глянцевая цвет оранжевый 2.2 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198252.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет оранжевый 2.2 кг/82198252.jpg"",""checksum"":""ab3c09de90d1e2266cf9f6d965f23815"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198252_01.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет оранжевый 2.2 кг/82198252_01.jpg"",""checksum"":""2efd7697c78bb41a8860e17a360ccfdb"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198252_02.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет оранжевый 2.2 кг/82198252_02.jpg"",""checksum"":""440871a691ccbb203e3e82cb4450a1d1"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198252_03.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет оранжевый 2.2 кг/82198252_03.jpg"",""checksum"":""b55831590384f4b3d47e5679f5f980e4"",""status"":""downloaded""}]",402,https://leroymerlin.ru/product/emal-yaroslavskie-kraski-pf-115-glyancevaya-cvet-oranzhevyy-2-2-kg-82198252/,2.382,Россия,Внутренний и внешний,С запахом,В несколько слоев,24,На основе растворителя,оранжевый,Моющийся,ЯРОСЛАВСКИЕ КРАСКИ,24.0,,2,Оранжевый / медный,,,Глянцевый,,Универсальный,Универсальный,24.0,Банка/Горшок,Эмаль,Нет,
5f2c1577558abb54443b3dfe,Эмаль Ярославские краски ПФ-115 глянцевая цвет жёлтый 2.2 кг,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198248.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет жёлтый 2.2 кг/82198248.jpg"",""checksum"":""e44256fac05315228cb1bc9ad02990fd"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198248_01.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет жёлтый 2.2 кг/82198248_01.jpg"",""checksum"":""16bfee9d251e66c06ab33cdaa5e82700"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198248_02.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет жёлтый 2.2 кг/82198248_02.jpg"",""checksum"":""4178d29d3bb436eb132513005858017a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/82198248_03.jpg"",""path"":""files/Эмаль Ярославские краски ПФ-115 глянцевая цвет жёлтый 2.2 кг/82198248_03.jpg"",""checksum"":""1438613c559b6bc0eddb4307a70bd2d5"",""status"":""downloaded""}]",402,https://leroymerlin.ru/product/emal-yaroslavskie-kraski-pf-115-glyancevaya-cvet-zheltyy-2-2-kg-82198248/,2.403,Россия,Внутренний и внешний,С запахом,В несколько слоев,24,На основе растворителя,желтый,Моющийся,ЯРОСЛАВСКИЕ КРАСКИ,24.0,,2,Жёлтый / золотой,,,Глянцевый,,Универсальный,Универсальный,24.0,Банка/Горшок,Эмаль,Нет,
