_id,title,pictures,price,url,"specs.Вес, кг",specs.Страна производства,specs.Назначение,specs.Запах,specs.Применение,specs.Расход (в м² / л),specs.Тип ЛКМ,specs.Цвет,specs.Уход,specs.Марка,specs.Время полного высыхания (ч),specs.Применение продукта,specs.Гарантия (лет),specs.Цветовая палитра,specs.Тепловое сопротивление,specs.Объем (л),specs.Внешний вид,specs.Эффект,specs.Предназначен для,specs.Материал поверхности применения,specs.Время высыхания между 2 слоями (ч),specs.Тип упаковки,specs.Тип продукта,specs.Возможность колеровки онлайн,specs.Экологическая сертификация
5f2c2a47558abb54443b3f8c,"Краска для гостинной Glory 2.5 л, цвет красное дерево","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963910.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красное дерево/81963910.jpg"",""checksum"":""f96d9c8ec4c8aff6d2bb05226df72b33"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963910_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красное дерево/81963910_01.jpg"",""checksum"":""49468c97368f85c296c1b70e68e1c816"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963910_02.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красное дерево/81963910_02.jpg"",""checksum"":""a29415db71519ecf2a25e2bff5367bfa"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963910_03.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красное дерево/81963910_03.jpg"",""checksum"":""ec02bbf93bc593c9f85abcc19d10eabf"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963910/,3.455,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Красное дерево,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Красный,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2a56558abb54443b3f8d,"Краска для гостинной Glory 2.5 л, цвет серый графит","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963896.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет серый графит/81963896.jpg"",""checksum"":""9443c269f08e6ea5ada9ffce3fef967b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963896_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет серый графит/81963896_01.jpg"",""checksum"":""9fd2df549d1bd469aa735a5d41e3644f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963896_02.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет серый графит/81963896_02.jpg"",""checksum"":""e64fc5bf44e26638677141fdb329f905"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963896_03.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет серый графит/81963896_03.jpg"",""checksum"":""bcc85b15bda6bd012d6b88e4998ebe87"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963896/,3.435,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Графит серый,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Серый / Серебристый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2a62558abb54443b3f8e,"Краска для гостинной Glory 2.5 л, цвет еловая хвоя","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963886.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет еловая хвоя/81963886.jpg"",""checksum"":""585512b454b973a1a93de15e87584f17"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963886_02.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет еловая хвоя/81963886_02.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963886_i_04.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет еловая хвоя/81963886_i_04.jpg"",""checksum"":""f4e4b788891878e0a4325e7145b3940b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963886_i_05.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет еловая хвоя/81963886_i_05.jpg"",""checksum"":""7a6be59612b12d7fb2904f2b71fec6ec"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963886/,3.465,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Еловая хвоя,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2a74558abb54443b3f8f,"Краска для гостинной Glory 0.9 л, цвет еловая хвоя","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963885.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет еловая хвоя/81963885.jpg"",""checksum"":""ae8c3b5d94e5f995ce5f912707446fe7"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963885_01.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет еловая хвоя/81963885_01.jpg"",""checksum"":""0ba88d316c5d28af35863ce3bd31f250"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963885_tmp_02.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет еловая хвоя/81963885_tmp_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963885_i_04.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет еловая хвоя/81963885_i_04.jpg"",""checksum"":""f4e4b788891878e0a4325e7145b3940b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963885_i_05.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет еловая хвоя/81963885_i_05.jpg"",""checksum"":""7a6be59612b12d7fb2904f2b71fec6ec"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-0-9-l-81963885/,1.24,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Еловая хвоя,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2a7f558abb54443b3f90,"Краска для гостинной Glory 2.5 л, цвет лазурно-голубой","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963884.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет лазурно-голубой/81963884.jpg"",""checksum"":""d755f58c4252e45b643d376b5982eb08"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963884_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет лазурно-голубой/81963884_01.jpg"",""checksum"":""ba02d2e56ebe2ce0afe895e19a001e37"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963884_i1p.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет лазурно-голубой/81963884_i1p.jpg"",""checksum"":""5e1aeb41982a794cb8f074d221a50c03"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963884/,4.134,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Лазурно-голубой,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2a8c558abb54443b3f91,"Краска для гостинной Glory 2.5 л, цвет зелёный луг","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963876.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет зелёный луг/81963876.jpg"",""checksum"":""6853396b30048ea60b359fe688e14225"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963876_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет зелёный луг/81963876_01.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963876_i.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет зелёный луг/81963876_i.jpg"",""checksum"":""c4aaee9669ba901d9885e9acd0a0f299"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963876_i_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет зелёный луг/81963876_i_01.jpg"",""checksum"":""4cd4bbaa5a217a0e00646e035ed15dda"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963876/,3.489,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Зеленый луг,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2a9e558abb54443b3f92,Краска для гостиной и офиса цвет сочный лайм 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963871.jpg"",""path"":""files/Краска для гостиной и офиса цвет сочный лайм 0.9 л/81963871.jpg"",""checksum"":""2ca316c2e787b7f44a10773bc1349389"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963871_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет сочный лайм 0.9 л/81963871_01.jpg"",""checksum"":""ee9b5ee1fbba99c7c269f356780e83fb"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963871_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет сочный лайм 0.9 л/81963871_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963871_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет сочный лайм 0.9 л/81963871_i_04.jpg"",""checksum"":""a1b2689ced3baa47cb65d595f1aa6f34"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963871_i_05.jpg"",""path"":""files/Краска для гостиной и офиса цвет сочный лайм 0.9 л/81963871_i_05.jpg"",""checksum"":""a97c2c4a7a68cd05435cde6163c63ab2"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-sochnyy-laym-0-9-l-81963871/,1.465,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Сочный лайм,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2aaf558abb54443b3f93,Краска для гостиной и офиса цвет крем-брюле 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963867.jpg"",""path"":""files/Краска для гостиной и офиса цвет крем-брюле 0.9 л/81963867.jpg"",""checksum"":""cb82b22be4762dd4daedd89d9e78c7e0"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963867_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет крем-брюле 0.9 л/81963867_01.jpg"",""checksum"":""1e36a2e60505adbf0870d24cb58590bc"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963867_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет крем-брюле 0.9 л/81963867_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963867_i.jpg"",""path"":""files/Краска для гостиной и офиса цвет крем-брюле 0.9 л/81963867_i.jpg"",""checksum"":""19cf90209aefd85e2e056ff402ef1eed"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963867_i_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет крем-брюле 0.9 л/81963867_i_01.jpg"",""checksum"":""780582d1721bc4272c19c3fd00f2fca8"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-krem-bryule-0-9-l-81963867/,1.458,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Крем-брюле,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Бежевый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2abf558abb54443b3f94,Краска для гостиной и офиса цвет лимонно-желтый 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963842.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 2.5 л/81963842.jpg"",""checksum"":""9e4e557f044e05c38082712b10bde940"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963842_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 2.5 л/81963842_02.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963842_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 2.5 л/81963842_i_04.jpg"",""checksum"":""ae127904d8514fdd0aa99fc687663a68"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963842_i_05.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 2.5 л/81963842_i_05.jpg"",""checksum"":""d0ca6cbc7189552aa682a69e816037ca"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-limonno-zheltyy-2-5-l-81963842/,4.14,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Лимонно-желтый,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Жёлтый / золотой,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2ace558abb54443b3f95,Краска для гостиной и офиса цвет лимонно-желтый 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963841.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 0.9 л/81963841.jpg"",""checksum"":""8c105789624d1ff04428603198588819"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963841_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 0.9 л/81963841_01.jpg"",""checksum"":""581a816a00d73b9742ec31e09547829a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963841_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 0.9 л/81963841_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963841_i.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 0.9 л/81963841_i.jpg"",""checksum"":""ae127904d8514fdd0aa99fc687663a68"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963841_i_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет лимонно-желтый 0.9 л/81963841_i_01.jpg"",""checksum"":""d0ca6cbc7189552aa682a69e816037ca"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-limonno-zheltyy-0-9-l-81963841/,1.465,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Лимонно-желтый,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Жёлтый / золотой,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2ad9558abb54443b3f96,Краска для гостиной и офиса цвет черный уголь 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963824.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 2.5 л/81963824.jpg"",""checksum"":""ea86451e48c6a4b9b9ff50afba58d0f6"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963824_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 2.5 л/81963824_01.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963824_i.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 2.5 л/81963824_i.jpg"",""checksum"":""35426747d7c271c9de0a14573fe52fc4"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-chernyy-ugol-2-5-l-81963824/,3.47,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Черный уголь,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Черный,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2ae8558abb54443b3f97,Краска для гостиной и офиса цвет черный уголь 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963823.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 0.9 л/81963823.jpg"",""checksum"":""6dd8bc341666c75d1a9f9e2698f44272"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963823_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 0.9 л/81963823_01.jpg"",""checksum"":""efcde19516bfd58274c882949bd9dcab"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963823_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 0.9 л/81963823_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963823_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет черный уголь 0.9 л/81963823_i_04.jpg"",""checksum"":""35426747d7c271c9de0a14573fe52fc4"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-chernyy-ugol-0-9-l-81963823/,1.236,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Черный уголь,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Черный,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c2af3558abb54443b3f98,Краска аэрозольная Ultima цвет винно-красный RAL 3005,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18760606.jpg"",""path"":""files/Краска аэрозольная Ultima цвет винно-красный RAL 3005/18760606.jpg"",""checksum"":""0366c9eff7fd7be5baf8f62e4f384865"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18760606_01.jpg"",""path"":""files/Краска аэрозольная Ultima цвет винно-красный RAL 3005/18760606_01.jpg"",""checksum"":""90fd3e82d3c9056134612ed2d8e2a9c6"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/18760606_02.jpg"",""path"":""files/Краска аэрозольная Ultima цвет винно-красный RAL 3005/18760606_02.jpg"",""checksum"":""9478d66545f75d0679b85226ca965745"",""status"":""downloaded""}]",163,https://leroymerlin.ru/product/kraska-aerozolnaya-ultima-cvet-vinno-krasnyy-ral-3005-18760606/,0.38,Китай,,С запахом,В несколько слоев,,На основе растворителя,Винно-красный,С использованием мягких моющих средств или мыльного раствора,ULTIMA,1.0,,,Красный,,0.0075,Полуматовый,,Любые материалы,"Бетон, Дерево, Металл, Пластик, ПВХ",0.1,Аэрозоль,Эмалевая аэрозольная краска,,
